,text,names,Date,FG,3P,FGA,PTS,Result,EFG,hashtag,tokens,stems,lemmas
5789,"From where we were 5 years ago, this year has been so fun and incredible but the real fun starts now #TheProcess https://t.co/mzjdpDYRfb",Joel Embiid,2021-05-15,3.0,1.0,8.0,5.0,L,0.4375,['TheProcess'],years ago year fun incredible real fun starts theprocess ,year ago year fun incred real fun start theprocess ,year ago year fun incredible real fun start theprocess 
5790,"If you’re not down with the process, I got two words for ya **** ** #ThrustTheProcess #DX https://t.co/oUr8Rst2XT",Joel Embiid,2021-05-27,3.0,1.0,2.0,2.0,W,1.75,"['ThrustTheProcess', 'DX']",process got two words ya * * * * * * thrusttheprocess dx ,your process got two word ya * * * * * * thrusttheprocess dx ,process get two word ya * * * * * * thrusttheprocess dx 
5791,Nothing shall keep me down… I’m gonna keep getting back up #ThrustTheProcess https://t.co/bKxA9AXh8r,Joel Embiid,2021-06-12,3.0,0.0,4.0,0.0,L,0.75,['ThrustTheProcess'],nothing shall keep … gon na keep getting back thrusttheprocess ,noth shall keep down… im gon na keep get back thrusttheprocess ,nothing shall keep … going to keep get back thrusttheprocess 
5792,"PHILLY I LOVE YOU
Sorry to disappoint you again Just know that I gave everything I had knowing the circumstances. If there’s one thing I’ve learned being here, it’s the TOUGHNESS this city has and that’s why I played with a torn meniscus. THANK YOU FOR THE SUPPORT ALL YEAR LONG!! https://t.co/CsR47xOJDZ",Joel Embiid,2021-06-21,3.0,1.0,5.0,7.0,W,0.7,[],philly love sorry disappoint know gave everything knowing circumstances . one thing learned toughness city played torn meniscus . thank support year long ! ! ,philli love sorri disappoint know gave everyth know circumst . there one thing ive learn tough citi that play torn meniscus . thank support year long ! ! ,philly love sorry disappoint know give everything know circumstance . one thing learn toughness city play tear meniscus . thank support year long ! ! 
5793,England wished they had Penandes!!!,Joel Embiid,2021-07-11,3.0,1.0,8.0,0.0,L,0.4375,[],england wished penandes ! ! ! ,england wish penand ! ! ! ,england wish penande ! ! ! 
5794,ITALIA!!!!,Joel Embiid,2021-07-11,3.0,0.0,9.0,6.0,L,0.3333333333333333,[],italia ! ! ! ! ,italia ! ! ! ! ,italia ! ! ! ! 
5795,I was hoping my Brazilian people would’ve won it but I’m happy for Messi.. He deserves it #HalaMadrid,Joel Embiid,2021-07-11,3.0,0.0,9.0,0.0,L,0.3333333333333333,['HalaMadrid'],hoping brazilian people would happy messi .. deserves halamadrid ,hope brazilian peopl wouldv im happi messi .. deserv halamadrid ,hope brazilian people would happy messi .. deserve halamadrid 
5796,I wish I could trade cards in FIFA #FIFA22,Joel Embiid,2021-07-16,3.0,0.0,6.0,1.0,L,0.5,['FIFA22'],wish could trade cards fifa fifa ,wish could trade card fifa fifa ,wish could trade card fifa fifa 
5797,Silver 1 rewards Thanks @EASPORTSFIFA…. Obviously going with Jordi #FIFA21 https://t.co/6sdgLr4T6d,Joel Embiid,2021-07-16,3.0,1.0,8.0,2.0,L,0.4375,['FIFA21'],silver rewards thanks … . obviously going jordi fifa ,silver reward thank … . obvious go jordi fifa ,silver reward thank … . obviously go jordi fifa 
5798,What’s going on??,Joel Embiid,2021-08-02,3.0,0.0,9.0,1.0,W,0.3333333333333333,[],going ? ? ,what go ? ? ,go ? ? 
5799,Mbappe to Weal Wadrid is a common W for the biggest club in the world #HalaMadrid,Joel Embiid,2021-08-03,3.0,1.0,8.0,1.0,L,0.4375,['HalaMadrid'],mbappe weal wadrid common w biggest club world halamadrid ,mbapp weal wadrid common w biggest club world halamadrid ,mbappe weal wadrid common w big club world halamadrid 
5800,RATIO,Joel Embiid,2021-08-03,3.0,1.0,0.0,5.0,L,0.0,[],ratio ,ratio ,ratio 
5801,There’s no place like PHILADELPHIA!!! Excited to continue working towards bringing a title home and eventually retire here #PHILLY https://t.co/V7YLAbRxAD,Joel Embiid,2021-08-17,3.0,0.0,0.0,5.0,L,0.0,['PHILLY'],place like philadelphia ! ! ! excited continue working towards bringing title home eventually retire philly ,there place like philadelphia ! ! ! excit continu work toward bring titl home eventu retir philli ,place like philadelphia ! ! ! excited continue work towards bring title home eventually retire philly 
5802,LMAO!! First year playing ball 10 years ago.. No wonder they had me playing on the JV squad. KG said it  “Anything is possible” ha https://t.co/DdsC7xrKHK,Joel Embiid,2021-08-19,3.0,1.0,4.0,2.0,W,0.875,[],lmao ! ! first year playing ball years ago .. wonder playing jv squad . kg said anything possible ha ,lmao ! ! first year play ball year ago .. wonder play jv squad . kg said anyth possibl ha ,lmao ! ! first year play ball year ago .. wonder play jv squad . kg say anything possible ha 
5803,The real question is who takes pens? Penaldo or Penandes? I’m a half United fan btw cuz of my boy PP https://t.co/uTlgT0luJh,Joel Embiid,2021-08-28,3.0,1.0,4.0,2.0,W,0.875,[],real question takes pens ? penaldo penandes ? half united fan btw cuz boy pp ,real question take pen ? penaldo penand ? im half unit fan btw cuz boy pp ,real question take pen ? penaldo penande ? half united fan btw cuz boy pp 
5804,I’m still scarred by that Suarez hand ball Which cost my African brothers a semifinal in the World Cup,Joel Embiid,2021-08-28,3.0,0.0,3.0,3.0,W,1.0,[],still scarred suarez hand ball cost african brothers semifinal world cup ,im still scar suarez hand ball cost african brother semifin world cup ,still scarred suarez hand ball cost african brother semifinal world cup 
5805,That Lad Salah has always been underrated #LIVCHE,Joel Embiid,2021-08-28,3.0,0.0,0.0,7.0,W,0.0,['LIVCHE'],lad salah always underrated livche ,lad salah alway underr livch ,lad salah always underrated livche 
5806,Penalty!!! Red card!! Right call,Joel Embiid,2021-08-28,3.0,0.0,1.0,6.0,W,3.0,[],penalty ! ! ! red card ! ! right call ,penalti ! ! ! red card ! ! right call ,penalty ! ! ! red card ! ! right call 
5807,It’s cool. We’ll get it done in January #HalaMadrid,Joel Embiid,2021-08-31,3.0,1.0,1.0,5.0,L,3.5,['HalaMadrid'],cool . well get done january halamadrid ,cool . well get done januari halamadrid ,cool . well get do january halamadrid 
5808,Any Real Madrid trade news? #HalaMadrid,Joel Embiid,2021-08-31,3.0,0.0,1.0,0.0,L,3.0,['HalaMadrid'],real madrid trade news ? halamadrid ,real madrid trade news ? halamadrid ,real madrid trade news ? halamadrid 
5809,"For clarity, I love the criticism, I love when I’m told I can’t do something. It makes me work harder to prove everyone wrong but not everyone is built like that.",Joel Embiid,2021-09-01,3.0,0.0,8.0,1.0,L,0.375,[],clarity love criticism love told ca nt something . makes work harder prove everyone wrong everyone built like . ,clariti love critic love im told cant someth . make work harder prove everyon wrong everyon built like . ,clarity love criticism love tell can not something . make work hard prove everyone wrong everyone build like . 
5810,"I haven’t forgotten but 2 years ago, I got booed, people in Philly wanted me to be traded. I even shushed them. Only the real ones didn’t but I just put the work in that offseason to be better cuz I knew I wasn’t playing up to my potential. Philly fans, y’all also gotta be better",Joel Embiid,2021-09-01,3.0,0.0,2.0,2.0,L,1.5,[],nt forgotten years ago got booed people philly wanted traded . even shushed . real ones nt put work offseason better cuz knew nt playing potential . philly fans also got ta better ,havent forgotten year ago got boo peopl philli want trade . even shush . real one didnt put work offseason better cuz knew wasnt play potenti . philli fan yall also got ta better ,not forget year ago got boo people philly want trade . even shush . real one nt put work offseason well cuz know not play potential . philly fan also got to well 
5811,"From my own experience, y’all have no idea how much this media makes up stuff for followers and shame on you for believing them.",Joel Embiid,2021-09-01,3.0,1.0,9.0,4.0,L,0.3888888888888889,[],experience idea much media makes stuff followers shame believing . ,experi yall idea much media make stuff follow shame believ . ,experience idea much medium make stuff follower shame believe . 
5812,Sources “Trust me bro”!! Stop using my name to push people’s agendas. I love and hate drama. I love playing with Ben. Stats don’t lie. He’s an amazing player and we all didn’t get the job done. It’s on me personally. I hope everyone is back cuz we know we’re good enough to win https://t.co/1kq9VI9byE,Joel Embiid,2021-09-01,3.0,1.0,2.0,6.0,L,1.75,[],sources trust bro ! ! stop using name push peoples agendas . love hate drama . love playing ben . stats nt lie . amazing player nt get job done . personally . hope everyone back cuz know good enough win ,sourc trust bro ! ! stop use name push peopl agenda . love hate drama . love play ben . stat dont lie . hes amaz player didnt get job done . person . hope everyon back cuz know good enough win ,source trust bro ! ! stop use name push people agenda . love hate drama . love play ben . stats not lie . amazing player not get job do . personally . hope everyone back cuz know good enough win 
5813,Anyways they gotta drug test Wilder lmao,Joel Embiid,2021-10-10,3.0,0.0,3.0,1.0,L,1.0,[],anyways got ta drug test wilder lmao ,anyway got ta drug test wilder lmao ,anyways got to drug test wilder lmao 
5814,NIGHT NIGHT WILDER!!!! THE GYPSY KING WOW,Joel Embiid,2021-10-10,3.0,0.0,5.0,4.0,L,0.6,[],night night wilder ! ! ! ! gypsy king wow ,night night wilder ! ! ! ! gypsi king wow ,night night wilder ! ! ! ! gypsy king wow 
5815,"Elevate your game by pre-registering for #NBANow 22, and get a Player Card of me when the game launches: https://t.co/ILBIxyNdXC #ad https://t.co/nJpM5mKG9v",Joel Embiid,2021-10-16,3.0,0.0,1.0,2.0,W,3.0,"['NBANow', 'ad']",elevate game preregistering nbanow get player card game launches : ad ,elev game preregist nbanow get player card game launch : ad ,elevate game preregistere nbanow get player card game launch : ad 
5816,Nothing like Philly winters…staying on my game to beat the cold #theonlywayisthrough https://t.co/lUNUy7DZYw,Joel Embiid,2021-11-30,3.0,0.0,0.0,0.0,L,0.0,['theonlywayisthrough'],nothing like philly winters … staying game beat cold theonlywayisthrough ,noth like philli winters…stay game beat cold theonlywayisthrough ,nothing like philly winter … stay game beat cold theonlywayisthrough 
5817,Of course the race directors messed it up smh.. LET THEM FIGHT #Formula1,Joel Embiid,2021-12-05,3.0,1.0,5.0,4.0,L,0.7,['Formula1'],course race directors messed smh .. let fight formula ,cours race director mess smh .. let fight formula ,course race director mess smh .. let fight formula 
5818,This Verstappen and Hamilton fight is so enjoyable #Formula1,Joel Embiid,2021-12-05,3.0,0.0,0.0,5.0,L,0.0,['Formula1'],verstappen hamilton fight enjoyable formula ,verstappen hamilton fight enjoy formula ,verstappen hamilton fight enjoyable formula 
5819,"Latifi, I hope you’re safe but you deserve a raise #formule1",Joel Embiid,2021-12-12,3.0,0.0,0.0,3.0,L,0.0,['formule1'],latifi hope safe deserve raise formule ,latifi hope your safe deserv rais formul ,latifi hope safe deserve raise formule 
5820,GOATSTAPPEN 🐐🐐🐐🐐🐐 https://t.co/9h7wytW1Hp,Joel Embiid,2021-12-12,3.0,1.0,6.0,7.0,L,0.5833333333333334,[],goatstappen 🐐 🐐 🐐 🐐 🐐 ,goatstappen 🐐🐐🐐🐐🐐 ,goatstappen 🐐 🐐 🐐 🐐 🐐 
5821,GOATSTAPPEN,Joel Embiid,2021-12-12,3.0,0.0,1.0,6.0,L,3.0,[],goatstappen ,goatstappen ,goatstappen 
5822,OMG OMG OMG OMG,Joel Embiid,2021-12-12,3.0,1.0,7.0,1.0,L,0.5,[],omg omg omg omg ,omg omg omg omg ,omg omg omg omg 
5823,GOATStappen will prevail #FormulaOne,Joel Embiid,2021-12-12,3.0,0.0,7.0,4.0,L,0.4285714285714285,['FormulaOne'],goatstappen prevail formulaone ,goatstappen prevail formulaon ,goatstappen prevail formulaone 
5824,Yup The cheating started,Joel Embiid,2021-12-12,3.0,0.0,2.0,3.0,L,1.5,[],yup cheating started ,yup cheat start ,yup cheating start 
5825,Chargers should’ve never taken that TO… I think they would’ve ran out the clock,Joel Embiid,2022-01-10,9.0,0.0,16.0,31.0,W ,0.5625,[],chargers never taken … think would ran clock ,charger shouldv never taken to… think wouldv ran clock ,charger never take … think would run clock 
5826,That was so COLD lol. Good for the Steelers,Joel Embiid,2022-01-10,9.0,0.0,16.0,31.0,W ,0.5625,[],cold lol . good steelers ,cold lol . good steeler ,cold lol . good steeler 
5827,These are my @easportsfifa XI. Who you got? VOTE now https://t.co/JZkkKnWdlL https://t.co/DJKlOGmQoD,Joel Embiid,2022-01-13,3.0,0.0,2.0,1.0,W,1.5,[],xi . got ? vote ,xi . got ? vote ,xi . get ? vote 
5828,GO PACK GO,Joel Embiid,2022-01-23,16.0,1.0,32.0,38.0,W ,0.515625,[],go pack go ,go pack go ,go pack go 
5829,SIUUUUUUUU Thanks @EASPORTSFIFA https://t.co/OKU5zH6SxV,Joel Embiid,2022-01-28,3.0,1.0,0.0,6.0,L,0.0,[],siuuuuuuuu thanks ,siuuuuuuuu thank ,siuuuuuuuu thank 
5830,THEY HATE THE PROCESS but We will keep thriving….. Great Dub!! HELL YEAA,Joel Embiid,2022-02-01,3.0,0.0,4.0,5.0,L,0.75,[],hate process keep thriving … .. great dub ! ! hell yeaa ,hate process keep thriving… .. great dub ! ! hell yeaa ,hate process keep thrive … .. great dub ! ! hell yeaa 
5831,Had to stop watching in overtime cuz we took off but just watched it and I can’t believe my eyes… they were so badly taken,Joel Embiid,2022-02-04,7.0,2.0,17.0,27.0,L ,0.4705882352941176,[],stop watching overtime cuz took watched ca nt believe eyes … badly taken ,stop watch overtim cuz took watch cant believ eyes… bad taken ,stop watch overtime cuz take watch can not believe eye … badly take 
5832,Like How do you miss 4 penalties? Bruno would NEVER.,Joel Embiid,2022-02-04,7.0,2.0,17.0,27.0,L ,0.4705882352941176,[],like miss penalties ? bruno would never . ,like miss penalti ? bruno would never . ,like miss penalty ? bruno would never . 
5833,Can’t believe we lost smh,Joel Embiid,2022-02-04,7.0,2.0,17.0,27.0,L ,0.4705882352941176,[],ca nt believe lost smh ,cant believ lost smh ,can not believe lose smh 
5834,This is WILD,Joel Embiid,2022-02-08,13.0,2.0,25.0,34.0,L ,0.56,[],wild ,wild ,wild 
5835,Time To Counter,Joel Embiid,2022-02-08,13.0,2.0,25.0,34.0,L ,0.56,[],time counter ,time counter ,time counter 
5836,Time To Ratio,Joel Embiid,2022-02-08,13.0,2.0,25.0,34.0,L ,0.56,[],time ratio ,time ratio ,time ratio 
5837,Time To Run,Joel Embiid,2022-02-08,13.0,2.0,25.0,34.0,L ,0.56,[],time run ,time run ,time run 
5838,GUNNERS,Joel Embiid,2022-02-24,3.0,0.0,6.0,1.0,L,0.5,[],gunners ,gunner ,gunner 
5839,This is incredible. I’m still shocked. What a win!! UEFA thought they could punish RM for the super league and they lost #HalaMadrid,Joel Embiid,2022-03-09,3.0,1.0,9.0,3.0,W,0.3888888888888889,['HalaMadrid'],incredible . still shocked . win ! ! uefa thought could punish rm super league lost halamadrid ,incred . im still shock . win ! ! uefa thought could punish rm super leagu lost halamadrid ,incredible . still shocked . win ! ! uefa think could punish rm super league lose halamadrid 
5840,Mbappe is the best player in the world and I can’t believe we’re getting him next year. Life’s good!!! #HalaMadrid,Joel Embiid,2022-03-09,3.0,0.0,2.0,6.0,W,1.5,['HalaMadrid'],mbappe best player world ca nt believe getting next year . lifes good ! ! ! halamadrid ,mbapp best player world cant believ get next year . life good ! ! ! halamadrid ,mbappe good player world can not believe get next year . life good ! ! ! halamadrid 
5841,Why does Carvajal insist on playing so high against Mbappe out of all people?,Joel Embiid,2022-03-09,3.0,0.0,4.0,5.0,W,0.75,[],carvajal insist playing high mbappe people ? ,carvaj insist play high mbapp peopl ? ,carvajal insist play high mbappe people ? 
5842,Here we go...the first episode of Parking Lot Chronicles with @JaValeMcGee34 is up now! https://t.co/MqUEi4Un3D presented by @beatsbydre,Kevin Durant,2017-10-17,7.0,2.0,15.0,20.0,L ,0.5333333333333333,[],go ... first episode parking lot chronicles ! presented ,go ... first episod park lot chronicl ! present ,go ... first episode parking lot chronicle ! present 
5843,Thank you!! Appreciate the love https://t.co/xXunye9p5X,Kevin Durant,2017-10-17,7.0,2.0,15.0,20.0,L ,0.5333333333333333,[],thank ! ! appreciate love ,thank ! ! appreci love ,thank ! ! appreciate love 
5844,Parking Lot Chronicles Ep 1 w/@JavaleMcGee34 @andre @NickSwagyPYoung https://t.co/MqUEi4Un3D,Kevin Durant,2017-10-19,3.0,1.0,7.0,4.0,L,0.5,[],parking lot chronicles ep w ,park lot chronicl ep w ,parking lot chronicle ep w 
5845,Hard Work @beatsbydre #1of1 https://t.co/ixyF4DCMkL,Kevin Durant,2017-10-20,9.0,3.0,18.0,22.0,W ,0.5833333333333334,['1of1'],hard work ,hard work ,hard work 
5846,ICYMI: First episode of @JaValeMcGee34 Parking Lot Chronicles is up now! Episode 2 hits next week https://t.co/MqUEi4Un3D,Kevin Durant,2017-10-22,3.0,0.0,1.0,6.0,L,3.0,[],icymi : first episode parking lot chronicles ! episode hits next week ,icymi : first episod park lot chronicl ! episod hit next week ,icymi : first episode parking lot chronicle ! episode hit next week 
